Sample,SNPs,Total Sequences,Sequence length,%GC,avg_sequence_length,raw_total_sequences,reads_mapped,reads_unmapped,reads_paired,average_quality,reads_mapped_percent,reads_unmapped_percent,library_type,Mean depth,Collection,Collection.1,country of isolation,continent of isolation,United Nations Geographic Region,main_lineage,sub_lineage,DR_type,num_dr_variants,Curated lineage (SITVIT2),Spoligo Binary
ERR1193670,870,1650478,30-251,64,248.0938782582985,1625438,1614246,11192,1625438,32.0,99.31144712994282,0.6885528700571785,paired_end,84.83,PRJEB11460,ERP012852,Greece,Europe, Southeast Europe,lineage4,lineage4.3,Sensitive,0,,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1193671,863,1999653,30-251,61,247.6378186615378,1965144,1953492,11652,1965144,30.4,99.40706635238944,0.5929336476105568,paired_end,86.59000000000003,PRJEB11460,ERP012852,Italy,Europe,Southern Europe,lineage4,lineage4.3.4.2,Sensitive,0,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193672,887,1594779,30-251,62,248.188138920816,1571536,1563746,7790,1571536,31.6,99.50430661467506,0.4956933853249305,paired_end,75.52999999999993,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.3,Sensitive,0,LAM3,▪▪▪▪▪▪▪▪▫▫▫▪▪▪▪▪▪▪▪▪▫▫▫▫▪▫▫▫▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193673,863,561721,30-251,62,242.488977624123,536366,531806,4560,536366,31.5,99.14983425496771,0.8501657450323101,paired_end,27.09,PRJEB11460,ERP012852,Estonia,Europe,Northern Europe,lineage4,lineage4.3,Sensitive,0,,▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▫▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193674,845,1501685,30-251,61,247.9573825402797,1478088,1466582,11506,1478088,31.2,99.2215619097104,0.7784380902896174,paired_end,67.57999999999997,PRJEB11460,ERP012852,Angola,Africa,Middle Africa,lineage4,lineage4.3.4,MDR,3,LAM5,▪▪▪▫▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193675,869,2538974,30-251,58,247.0358975712236,2486652,2467391,19261,2486652,28.9,99.2254243858811,0.7745756141189036,paired_end,95.12000000000003,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.3.4.2,Pre-MDR,2,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193676,931,1134444,30-251,60,247.5952880882617,1114434,1100060,14374,1114434,30.0,98.71019728400246,1.289802715997538,paired_end,48.35999999999999,PRJEB11460,ERP012852,Portugal,Europe,Southern Europe,lineage4,lineage4.3,Sensitive,0,ATYPIC,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫
ERR1193677,877,1486492,30-251,60,247.0431445308821,1455946,1440438,15508,1455946,29.9,98.934850605723,1.065149394276985,paired_end,63.96999999999999,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.3.4,Sensitive,0,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193678,854,2791061,30-251,58,246.9811888740519,2732348,2711382,20966,2732348,28.4,99.23267460806605,0.7673253919339704,paired_end,99.40000000000002,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.3.4.2,Pre-MDR,1,,▪▫▫▫▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▫▫▫
ERR1193679,883,1968870,30-251,59,246.8857700102089,1926714,1905418,21296,1926714,28.9,98.89469843474431,1.105301565255663,paired_end,75.15999999999994,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.3,Sensitive,0,LAM-RUS,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193680,922,3493245,30-251,58,247.0800287411848,3421590,3388896,32694,3421590,28.7,99.04447932101742,0.9555206789825784,paired_end,129.81,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.3.4.1,Pre-MDR,1,,▪▪▫▪▪▪▪▪▪▪▪▪▫▪▫▫▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193681,843,3950025,30-251,59,248.1412978398871,3890910,3862510,28400,3890910,30.2,99.2700936284828,0.7299063715172031,paired_end,156.4800000000001,PRJEB11460,ERP012852,Italy,Europe,Southern Europe,lineage4,lineage4.3.1,Sensitive,0,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193682,832,2625982,30-251,61,248.5347070162705,2592562,2575526,17036,2592562,31.4,99.34288938895193,0.6571106110480676,paired_end,113.8199999999999,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.3.1,Sensitive,0,LAM4,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1193683,907,1787759,30-251,62,247.9856418007125,1759810,1743116,16694,1759810,31.8,99.05137486433195,0.9486251356680552,paired_end,83.32999999999998,PRJEB11460,ERP012852,Guinea,Africa,Western Africa,lineage4,lineage4.3,MDR,4,T1,▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▫▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193684,887,1391380,30-251,62,247.8382699190732,1368518,1353197,15321,1368518,32.0,98.88046777609064,1.119532223909368,paired_end,65.71999999999998,PRJEB11460,ERP012852,Brazil,South America,South America,lineage4,lineage4.3.4.2,Pre-MDR,1,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193685,900,1192713,30-251,63,248.5923352893781,1177766,1161309,16457,1177766,32.5,98.60269357410554,1.397306425894448,paired_end,59.54999999999999,PRJEB11460,ERP012852,Brazil,South America,South America,lineage4,lineage4.3.4.1,Sensitive,0,LAM2,▪▪▫▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193686,899,2015426,30-251,61,247.7589735371083,1981490,1950799,30691,1981490,27.6,98.45111506997259,1.548884930027404,paired_end,78.04999999999994,PRJEB11460,ERP012852,Guatemala,North America,Central America,lineage4,lineage4.3,Sensitive,0,LAM3,▪▪▪▪▪▪▪▪▫▫▫▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1193687,879,1923261,30-251,60,246.7757563845989,1880914,1869461,11453,1880914,30.6,99.3910939043465,0.6089060956534961,paired_end,78.21,PRJEB11460,ERP012852,El Salvador,North America,Central America,lineage4,lineage4.3.4.1,Sensitive,0,LAM1,▫▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193688,866,1022041,30-251,58,248.6389264227169,1009300,1003652,5648,1009300,29.7,99.44040424056276,0.5595957594372337,paired_end,39.26000000000001,PRJEB11460,ERP012852,Portugal,Europe,Southern Europe,lineage4,lineage4.3,Pre-MDR,1,LAM3,▪▪▪▪▪▪▪▪▫▫▫▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193689,856,1290929,30-251,60,246.54609432432,1260790,1253518,7272,1260790,32.2,99.42321877552963,0.5767812244703717,paired_end,57.42999999999998,PRJEB11460,ERP012852,Sudan,Africa, Northeast Africa,lineage4,lineage4.3.4.2.1,Sensitive,0,LAM11-ZWE,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▪▪▫▫▫▫▪▪▫▫▫▫▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1193690,847,1248062,30-251,61,247.3387748365065,1224248,1211129,13119,1224248,32.7,98.92840339539049,1.071596604609524,paired_end,57.83999999999999,PRJEB11460,ERP012852,Brazil,South America,South America,lineage4,lineage4.3,Sensitive,0,LAM6,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▫▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193691,815,1689940,30-251,60,247.6247996970307,1660386,1647789,12597,1660386,31.9,99.24132099403393,0.7586790059660826,paired_end,73.82999999999993,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.3,Pre-MDR,1,,▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▪▪▫▫▫▫▪▪▫▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193692,894,1811239,30-251,58,246.792868859383,1771754,1763278,8476,1771754,30.1,99.52160401500434,0.4783959849956597,paired_end,69.03999999999995,PRJEB11460,ERP012852,Brazil,South America,South America,lineage4,lineage4.3,Sensitive,0,LAM,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫
ERR1193693,852,1949494,30-251,61,247.8611019064435,1917802,1897422,20380,1917802,31.6,98.93732512532577,1.062674874674236,paired_end,85.94999999999997,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.3,Pre-MDR,1,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▪▪▪▫▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193694,854,1560188,30-251,59,248.008707283994,1536262,1524663,11599,1536262,29.2,99.24498555584921,0.7550144441508023,paired_end,62.84999999999999,PRJEB11460,ERP012852,Italy,Europe,Southern Europe,lineage4,lineage4.3.4.2,Sensitive,0,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193695,875,2339749,30-251,63,247.6541470901366,2298840,2285441,13399,2298840,33.2,99.41714081884777,0.5828591811522333,paired_end,119.5499999999999,PRJEB11460,ERP012852,Kenya,Africa,Eastern Africa,lineage4,lineage4.3,Sensitive,0,,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▫▫▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193696,898,1662865,30-251,61,247.3985386666988,1631934,1615379,16555,1631934,32.3,98.98555946502736,1.014440534972615,paired_end,73.82999999999993,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.3,Sensitive,0,LAM3,▪▪▪▪▪▪▪▪▫▫▫▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193697,890,2366361,30-251,57,246.5541660803233,2311964,2293803,18161,2311964,29.7,99.2144773880562,0.7855226119437847,paired_end,88.1099999999999,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.3.2.1,Pre-MDR,1,LAM3,▪▪▪▪▪▪▪▪▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193698,900,2149428,30-251,58,246.4992881827165,2099474,2085543,13931,2099474,30.1,99.33645284485544,0.6635471551445743,paired_end,82.20999999999998,PRJEB11460,ERP012852,Dominican Republic,Central America,Central America,lineage4,lineage4.3.4.1,Pre-MDR,1,LAM2,▪▪▫▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193699,878,3553160,30-251,59,246.5785433248151,3471758,3452434,19324,3471758,30.8,99.44339438405555,0.5566056159444294,paired_end,139.66,PRJEB11460,ERP012852,Somalia,Africa,Eastern Africa,lineage4,lineage4.3,Sensitive,0,LAM6,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▫▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193700,877,2546041,30-251,58,246.9310910547002,2492460,2476318,16142,2492460,29.2,99.35236673808204,0.6476332619179446,paired_end,97.36000000000004,PRJEB11460,ERP012852,Portugal,Europe,Southern Europe,lineage4,lineage4.3.4.2,Pre-MDR,1,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193701,844,4252103,30-251,58,247.8420941355372,4182884,4146377,36507,4182884,29.6,99.12722896451349,0.8727710354865208,paired_end,156.1400000000002,PRJEB11460,ERP012852,Portugal,Europe,Southern Europe,lineage4,lineage4.3,Sensitive,0,,▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▫▪▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193702,863,1251195,30-251,61,247.5964905550294,1229194,1217320,11874,1229194,32.8,99.03400114221188,0.9659988577881116,paired_end,58.27999999999999,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.3,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193703,883,2084106,30-251,61,246.0962858894893,2030326,2017059,13267,2030326,32.1,99.34655813893929,0.6534418610607361,paired_end,92.19999999999996,PRJEB11460,ERP012852,Peru,South America,South America,lineage4,lineage4.3,Sensitive,0,LAM3,▪▫▪▫▪▪▪▪▫▫▫▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193704,865,1747898,30-251,62,242.7345371411833,1671184,1656292,14892,1671184,30.0,99.10889525031357,0.8911047496864499,paired_end,75.78999999999992,PRJEB11460,ERP012852,United States of America,North America,Northern America,lineage4,lineage4.3,Pre-MDR,1,Unknown,▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▫▫▫▫▫▫▫▪▪▪▪▪▪
ERR1193705,881,1327834,30-251,61,245.5844307345647,1289966,1282204,7762,1289966,32.3,99.39827871432271,0.601721285677297,paired_end,60.76999999999999,PRJEB11460,ERP012852,Peru,South America,South America,lineage4,lineage4.3,Sensitive,0,T-tuscany,▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193706,922,1497899,30-251,60,239.779909059289,1407342,1372942,34400,1407342,30.4,97.5556758769368,2.444324123063193,paired_end,61.25999999999998,PRJEB11460,ERP012852,Cabo Verde,Africa,Macaronesia ,lineage4,lineage4.3.4.1,Sensitive,0,LAM2,▪▪▫▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193707,854,2929666,30-251,60,241.1307582502579,2774518,2690265,84253,2774518,29.8,96.96332840515,3.036671594849988,paired_end,114.5599999999998,PRJEB11460,ERP012852,Mozambique,Africa,Eastern Africa,lineage4,lineage4.3,Sensitive,0,LAM,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪
ERR1193708,883,967852,30-251,62,246.0884701379963,941926,926509,15417,941926,31.3,98.363247218996,1.636752781004028,paired_end,45.75000000000002,PRJEB11460,ERP012852,Guinea Bissau,Africa,West Africa,lineage4,lineage4.3,Sensitive,0,LAM3,▪▪▪▪▪▪▪▪▫▫▫▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193709,859,852354,30-251,63,244.5975439782063,821918,800699,21219,821918,31.3,97.41835560238368,2.581644397616308,paired_end,41.53999999999999,PRJEB11460,ERP012852,Angola,Africa,Middle Africa,lineage4,lineage4.3,Sensitive,0,LAM6,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▫▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193710,896,2571778,30-251,63,244.4730594942487,2482310,2461360,20950,2482310,31.7,99.15602805451374,0.8439719454862608,paired_end,114.5799999999999,PRJEB11460,ERP012852,Papua New Guinea,Australia,Ausrtalia and Oceania,lineage4,lineage4.3,Sensitive,0,EAI5,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▫▫▫▫▫▫▫▫▪▪▪▪▪
ERR1193711,911,1578727,30-251,61,244.0129154692356,1520126,1489501,30625,1520126,31.2,97.98536437111133,2.014635628888658,paired_end,66.56999999999996,PRJEB11460,ERP012852,Papua New Guinea,Australia,Ausrtalia and Oceania,lineage4,lineage4.3.4.1,Sensitive,0,,▪▪▫▫▫▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1193712,898,8173358,30-101,64,99.6019249370944,8118220,7975398,142822,8118220,32.9,98.24072272000512,1.759277279994876,paired_end,172.1699999999997,PRJEB11460,ERP012852,Gambia,Africa,Western Africa,lineage4,lineage4.3.4.1,Sensitive,0,LAM2,▪▪▫▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▫▪▪
ERR1193713,876,4870872,30-101,64,99.56823254645164,4835184,4736208,98976,4835184,32.8,97.95300447718228,2.046995522817746,paired_end,103.86,PRJEB11460,ERP012852,Gambia,Africa,Western Africa,lineage4,lineage4.3.4.1,Sensitive,0,LAM1,▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193714,879,6359627,30-101,62,99.83864934217054,6342400,4909550,1432850,6342400,33.8,77.40839429868821,22.59160570131181,paired_end,100.87,PRJEB11460,ERP012852,Gambia,Africa,Western Africa,lineage4,lineage4.3.4.1,Sensitive,0,LAM1,▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193715,896,7098550,30-101,65,99.40314824858599,7026460,6903678,122782,7026460,32.6,98.25257668868818,1.747423311311813,paired_end,150.1699999999999,PRJEB11460,ERP012852,Gambia,Africa,Western Africa,lineage4,lineage4.3.4.2,Sensitive,0,LAM4,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1193716,818,667900,30-251,64,249.222108100015,661484,657360,4124,661484,32.9,99.37655332555285,0.6234466744471522,paired_end,36.31,PRJEB11460,ERP012852,Nicaragua,Central America,Central America,lineage4,lineage4.3,Sensitive,0,ATYPIC,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫
ERR1193717,889,1771640,30-251,64,247.8144820618184,1741976,1723524,18452,1741976,32.9,98.94074315604807,1.059256843951926,paired_end,88.66999999999996,PRJEB11460,ERP012852,Mexico,North America,Central America,lineage4,lineage4.3,Sensitive,0,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193718,858,2736756,30-251,62,248.21192682139,2696652,2683176,13476,2696652,32.7,99.50026922272508,0.499730777274932,paired_end,131.9599999999999,PRJEB11460,ERP012852,Indonesia,Asia,Southeastern Asia,lineage4,lineage4.3,Sensitive,0,LAM8,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▫▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193719,864,2087741,30-251,63,249.6312013798646,2072408,2065728,6680,2072408,33.1,99.67766964806157,0.3223303519384214,paired_end,104.63,PRJEB11460,ERP012852,China,Asia,Eastern Asia,lineage4,lineage4.3,Sensitive,0,Unknown,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫
ERR1193720,871,2001849,30-251,62,247.9732287500206,1970058,1960684,9374,1970058,32.8,99.52417644556658,0.4758235544334227,paired_end,97.62,PRJEB11460,ERP012852,Brazil,South America,South America,lineage4,lineage4.3,Sensitive,0,,▪▪▫▫▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▫▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193721,936,1328397,30-251,63,246.6982219923713,1297786,1262870,34916,1297786,32.5,97.30957184004141,2.690428159958576,paired_end,62.87999999999996,PRJEB11460,ERP012852,Mexico,North America,Central America,lineage4,lineage4.3.4.1,Sensitive,0,LAM1,▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193722,915,2821945,30-251,64,247.8762736339652,2775234,2749594,25640,2775234,33.4,99.07611394210363,0.9238860578963792,paired_end,141.02,PRJEB11460,ERP012852,United States of America,North America,Northern America,lineage4,lineage4.3.4.1,Sensitive,0,LAM2,▪▪▫▪▪▫▪▪▪▪▪▪▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193723,864,1691963,30-251,60,247.707647862276,1662666,1654978,7688,1662666,31.0,99.5376100792342,0.4623899207658063,paired_end,70.17999999999995,PRJEB11460,ERP012852,Mexico,North America,Central America,lineage4,lineage4.3,Pre-MDR,3,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1193724,862,1003632,30-251,63,244.2306084301816,966480,953735,12745,966480,32.6,98.68129707805643,1.318702921943548,paired_end,48.32999999999997,PRJEB11460,ERP012852,Philippines,Asia,Southeast Asia,lineage4,lineage4.3.4.2,Pre-MDR,1,,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▫▫▪▫▫▫▫▪▪▪▫▪▪▪
ERR1193725,901,1652079,30-251,63,249.066386655844,1635086,1625604,9482,1635086,33.3,99.42009166490324,0.5799083350967472,paired_end,84.14999999999995,PRJEB11460,ERP012852,United States of America,North America,Northern America,lineage4,lineage4.3,Sensitive,0,LAM,▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪
ERR1193726,873,1505718,30-251,63,247.4492607513492,1476930,1461919,15011,1476930,32.3,98.98363497254441,1.0163650274556,paired_end,72.00999999999993,PRJEB11460,ERP012852,El Salvador,North America,Central America,lineage4,lineage4.3,Sensitive,0,LAM9,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▫▪▪
ERR1193727,894,1981567,30-251,63,247.9210064560017,1949654,1936402,13252,1949654,33.1,99.32028965139456,0.6797103486054449,paired_end,100.22,PRJEB11460,ERP012852,Nicaragua,North America,Central America,lineage4,lineage4.3.4.1,Sensitive,0,LAM2,▪▪▫▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
